94.26,50.82,36.07,22.95,20.66,10.74,13.22,12.40,19.01,28.10,50.41
50.00,94.26,77.87,57.38,38.02,23.14,22.31,30.58,31.40,41.32,33.06
27.05,81.15,92.62,79.51,54.55,35.54,33.06,41.32,47.11,38.84,21.49
18.03,44.26,66.39,95.08,84.30,61.98,57.85,53.72,42.98,31.40,19.01
15.57,29.51,40.98,78.69,96.69,88.43,80.17,57.02,34.71,28.93,12.40
13.93,20.49,28.69,61.48,84.30,94.21,88.43,53.72,38.84,27.27,13.22
9.02,20.49,29.51,57.38,76.03,85.95,91.74,76.86,47.11,27.27,18.18
17.21,31.15,34.43,51.64,57.02,60.33,85.95,90.91,72.73,46.28,29.75
18.85,32.79,43.44,42.62,42.98,39.67,54.55,75.21,94.21,65.29,35.54
27.87,40.16,37.70,36.89,28.10,27.27,34.71,52.89,64.46,94.21,59.50
50.00,36.07,29.51,28.69,20.66,14.05,15.70,28.93,45.45,57.02,96.69
