19.35,16.13,8.06,8.06,4.03,5.65,5.65,6.45,7.26,6.45,10.48
17.74,25.00,23.39,11.29,6.45,4.84,3.23,4.84,8.87,10.48,12.10
16.94,25.00,25.81,19.35,12.90,10.48,8.87,10.48,14.52,12.90,9.68
13.71,16.94,22.58,21.77,14.52,12.10,12.10,13.71,18.55,12.90,10.48
7.26,15.32,16.94,12.90,18.55,12.10,11.29,8.87,14.52,10.48,7.26
4.84,12.10,15.32,12.10,15.32,14.52,11.29,12.10,11.29,11.29,7.26
4.03,11.29,13.71,10.48,16.94,12.90,15.32,16.13,16.94,11.29,9.68
12.10,13.71,13.71,9.68,11.29,14.52,17.74,20.97,21.77,18.55,10.48
9.68,15.32,15.32,12.90,12.90,10.48,17.74,18.55,24.19,17.74,8.06
12.90,15.32,14.52,11.29,8.87,6.45,9.68,15.32,14.52,20.16,14.52
15.32,11.29,10.48,8.06,7.26,5.65,4.84,8.87,9.68,11.29,12.90
