95.90,73.77,50.00,34.43,22.31,21.49,21.49,26.45,33.06,43.80,63.64
70.49,99.18,92.62,64.75,43.80,31.40,25.62,30.58,43.80,47.93,40.50
54.10,87.70,94.26,84.43,52.89,42.98,38.84,41.32,44.63,45.45,34.71
32.79,57.38,82.79,93.44,81.82,63.64,57.02,54.55,48.76,33.88,24.79
18.85,33.61,54.10,78.69,95.04,88.43,83.47,70.25,46.28,29.75,17.36
19.67,25.41,40.16,65.57,92.56,96.69,95.87,70.25,48.76,23.14,14.88
16.39,22.13,31.97,56.56,80.17,84.30,93.39,86.78,55.37,23.97,14.88
21.31,24.59,40.98,56.56,70.25,66.12,85.95,94.21,85.12,42.98,28.93
31.15,40.98,45.90,52.46,47.11,46.28,61.98,86.78,94.21,66.12,47.93
34.43,47.54,48.36,45.90,32.23,28.93,33.88,46.28,70.25,96.69,61.98
56.56,40.16,35.25,28.69,19.01,22.31,21.49,34.71,43.80,63.64,95.04
