25.81,19.35,14.52,11.29,4.84,3.23,4.84,6.45,6.45,11.29,16.13
25.00,20.97,22.58,20.16,9.68,8.06,10.48,10.48,9.68,12.10,14.52
21.77,29.84,32.26,25.81,13.71,13.71,11.29,12.90,16.13,15.32,13.71
16.94,25.00,27.42,30.65,26.61,20.16,19.35,18.55,16.94,13.71,12.10
15.32,20.16,24.19,26.61,30.65,24.19,22.58,16.13,13.71,8.87,4.84
13.71,12.10,18.55,23.39,30.65,29.84,24.19,16.94,9.68,6.45,4.84
12.10,17.74,21.77,21.77,24.19,24.19,22.58,19.35,12.10,6.45,7.26
12.10,19.35,19.35,20.16,18.55,19.35,22.58,21.77,19.35,10.48,12.90
11.29,16.94,18.55,14.52,14.52,12.90,16.13,21.77,20.16,14.52,17.74
15.32,14.52,18.55,14.52,7.26,8.06,11.29,12.90,19.35,20.16,20.97
20.97,16.94,14.52,9.68,4.84,4.03,5.65,8.87,10.48,15.32,23.39
