66.94,48.39,24.19,17.07,15.32,15.32,15.32,16.94,26.61,28.46,31.45
41.13,70.97,54.03,33.33,17.74,13.71,23.39,25.00,30.65,34.15,22.58
29.84,63.71,62.90,44.72,30.65,25.00,29.03,32.26,29.84,29.27,16.94
17.74,43.55,58.06,57.72,48.39,44.35,45.16,33.87,37.90,24.39,20.16
16.13,26.61,37.90,51.22,62.90,50.81,52.42,37.10,29.84,17.07,13.71
15.32,16.13,26.61,41.46,65.32,55.65,56.45,41.94,27.42,14.63,11.29
14.52,20.97,25.81,39.84,47.58,49.19,58.06,51.61,38.71,16.26,15.32
11.29,23.39,23.39,30.08,36.29,32.26,43.55,60.48,48.39,30.08,19.35
16.13,21.77,27.42,30.89,26.61,25.00,33.87,44.35,52.42,36.59,33.87
20.97,37.90,32.26,21.14,18.55,16.94,19.35,24.19,33.87,62.60,37.10
29.03,30.65,24.19,14.63,11.29,8.06,12.90,19.35,30.65,40.65,59.68
