66.13,45.16,31.45,22.76,18.55,16.94,16.94,19.35,23.39,28.46,30.65
41.13,72.58,54.84,20.33,17.74,15.32,12.10,21.77,25.00,35.77,26.61
33.87,62.90,70.16,43.90,29.03,25.00,23.39,29.84,32.26,30.08,21.77
23.39,45.16,65.32,68.29,50.81,44.35,41.13,39.52,32.26,26.02,20.97
16.13,24.19,37.90,56.91,61.29,56.45,48.39,38.71,33.06,24.39,19.35
12.10,15.32,33.06,46.34,60.48,61.29,53.23,39.52,33.06,17.07,17.74
17.74,18.55,29.84,42.28,52.42,48.39,52.42,48.39,33.06,24.39,18.55
16.94,19.35,28.23,34.96,37.90,32.26,42.74,58.87,48.39,29.27,20.16
21.77,22.58,33.06,28.46,27.42,21.77,34.68,45.16,58.87,43.09,24.19
28.23,33.87,32.26,21.14,16.94,14.52,19.35,25.81,47.58,64.23,39.52
33.87,31.45,31.45,13.82,15.32,12.10,15.32,20.16,33.87,48.78,70.97
