59.68,41.94,27.42,18.70,13.71,10.48,12.90,13.71,18.55,20.33,34.68
30.65,66.94,49.19,32.52,17.74,14.52,20.97,20.16,22.58,30.89,24.19
20.97,49.19,59.68,39.84,28.23,24.19,23.39,23.39,27.42,30.89,19.35
16.13,36.29,42.74,55.28,45.16,41.94,36.29,32.26,25.81,18.70,18.55
15.32,22.58,27.42,36.59,47.58,40.32,35.48,29.03,16.13,13.82,12.90
14.52,18.55,21.77,36.59,41.94,43.55,37.90,33.06,20.16,21.95,16.94
13.71,17.74,21.77,32.52,38.71,37.90,39.52,38.71,23.39,25.20,18.55
16.94,22.58,22.58,30.89,39.52,35.48,41.94,49.19,36.29,26.02,25.00
18.55,24.19,30.65,30.89,27.42,25.00,32.26,43.55,47.58,39.84,28.23
17.74,29.03,26.61,24.39,13.71,12.10,16.13,24.19,29.84,50.41,32.26
28.23,27.42,20.97,15.45,11.29,12.10,17.74,19.35,26.61,33.33,59.68
