95.90,18.03,3.28,3.28,3.31,3.31,3.31,3.31,4.96,22.31,31.40
9.84,86.89,19.67,11.48,9.92,10.74,11.57,9.09,12.40,26.45,5.79
4.92,18.85,90.16,35.25,19.01,12.40,16.53,21.49,34.71,10.74,4.13
1.64,5.74,32.79,88.52,57.02,34.71,35.54,46.28,18.18,4.13,2.48
3.28,4.92,14.75,50.00,86.78,72.73,58.68,32.23,14.05,4.13,4.13
3.28,4.10,13.11,23.77,70.25,82.64,66.94,30.58,13.22,4.13,3.31
3.28,3.28,13.11,30.33,65.29,66.94,80.99,47.93,14.88,4.96,3.31
3.28,9.84,22.13,34.43,41.32,32.23,47.93,88.43,27.27,9.09,4.96
3.28,10.66,40.16,18.85,19.01,17.36,20.66,38.84,91.74,11.57,4.96
12.30,29.51,9.02,6.56,8.26,8.26,7.44,9.09,12.40,87.60,14.05
34.43,9.02,1.64,2.46,1.65,1.65,2.48,1.65,4.96,23.97,95.04
