97.54,59.02,40.98,27.87,19.01,13.22,14.88,19.01,26.45,39.67,49.59
68.85,95.90,86.89,58.20,36.36,22.31,23.97,29.75,33.88,48.76,39.67
43.44,83.61,90.98,84.43,55.37,37.19,36.36,42.98,42.98,38.84,27.27
22.95,59.02,77.05,96.72,78.51,66.94,62.81,61.16,48.76,32.23,23.14
14.75,31.15,53.28,79.51,96.69,93.39,83.47,61.98,40.50,22.31,20.66
12.30,22.13,31.15,59.02,90.91,96.69,89.26,64.46,38.02,20.66,16.53
13.93,26.23,36.89,57.38,80.99,88.43,94.21,84.30,51.24,23.14,18.18
22.95,31.15,36.07,56.56,60.33,61.98,86.78,95.04,80.99,39.67,28.93
29.51,38.52,43.44,50.00,36.36,37.19,52.07,82.64,95.04,73.55,42.15
36.89,52.46,36.07,33.61,24.79,23.14,30.58,46.28,67.77,97.52,67.77
48.36,36.07,32.79,27.87,22.31,19.01,19.01,24.79,43.80,67.77,95.87
