66.94,43.55,30.65,17.89,13.71,11.29,16.13,19.35,24.19,27.64,41.94
45.97,72.58,58.87,30.89,20.97,15.32,16.13,21.77,32.26,36.59,31.45
39.52,62.10,71.77,46.34,36.29,24.19,23.39,30.65,37.10,36.59,29.03
26.61,41.94,62.90,66.67,50.00,45.16,41.13,39.52,36.29,28.46,23.39
20.97,28.23,43.55,56.91,60.48,48.39,43.55,41.13,33.06,21.95,22.58
20.16,21.77,28.23,41.46,62.90,57.26,57.26,40.32,28.23,13.82,16.94
22.58,24.19,33.87,43.09,45.16,49.19,55.65,50.81,33.87,19.51,19.35
16.13,22.58,29.03,37.40,41.13,35.48,47.58,59.68,50.00,28.46,21.77
22.58,26.61,28.23,30.89,29.84,25.00,31.45,50.00,57.26,44.72,33.06
20.97,33.87,26.61,15.45,12.90,14.52,17.74,23.39,33.06,60.16,37.10
37.10,37.10,24.19,17.89,10.48,13.71,13.71,19.35,28.23,42.28,66.13
