28.23,18.55,13.71,9.68,9.68,6.45,5.65,8.06,8.87,8.87,13.71
20.97,23.39,21.77,14.52,12.10,9.68,9.68,10.48,10.48,12.90,12.90
19.35,30.65,31.45,27.42,15.32,15.32,16.13,15.32,14.52,8.87,13.71
12.10,25.81,28.23,32.26,16.94,16.94,16.94,20.16,18.55,15.32,14.52
10.48,17.74,23.39,25.81,29.03,22.58,19.35,10.48,14.52,9.68,9.68
7.26,12.90,19.35,17.74,29.03,30.65,28.23,19.35,12.10,6.45,5.65
8.87,15.32,17.74,14.52,20.97,25.81,25.81,19.35,12.90,8.06,10.48
9.68,15.32,15.32,12.90,15.32,15.32,22.58,23.39,16.94,10.48,14.52
9.68,9.68,8.06,8.06,12.10,12.10,17.74,21.77,26.61,17.74,15.32
14.52,16.94,10.48,7.26,4.03,4.03,7.26,14.52,19.35,25.00,20.16
17.74,18.55,18.55,12.90,4.84,3.23,4.84,8.06,15.32,16.94,25.00
