34.68,19.35,13.71,12.90,11.29,6.45,8.87,11.29,13.71,15.32,14.52
29.03,34.68,29.03,19.35,13.71,10.48,10.48,16.13,13.71,14.52,16.13
22.58,26.61,34.68,29.03,17.74,15.32,13.71,17.74,17.74,14.52,11.29
15.32,16.94,26.61,28.23,17.74,16.13,19.35,14.52,12.10,6.45,8.06
10.48,14.52,22.58,26.61,29.84,24.19,18.55,14.52,8.87,8.87,8.87
11.29,16.13,20.16,20.16,23.39,25.00,25.00,20.16,10.48,7.26,7.26
9.68,9.68,15.32,19.35,20.16,20.16,25.81,25.00,13.71,6.45,7.26
11.29,10.48,17.74,20.97,21.77,18.55,25.00,26.61,16.94,13.71,16.13
10.48,12.90,14.52,16.13,15.32,14.52,16.94,29.84,24.19,20.16,20.97
16.94,15.32,12.90,13.71,8.06,4.03,9.68,13.71,18.55,26.61,19.35
12.90,13.71,11.29,9.68,6.45,4.84,8.06,9.68,16.13,21.77,27.42
