25.81,14.52,12.10,8.06,4.03,4.03,2.42,4.03,4.84,10.48,17.74
25.81,24.19,20.16,18.55,12.10,10.48,8.87,9.68,11.29,13.71,14.52
25.00,26.61,26.61,18.55,12.10,12.90,10.48,12.90,10.48,19.35,15.32
11.29,18.55,23.39,27.42,12.90,16.13,14.52,16.94,15.32,10.48,12.10
8.06,13.71,20.97,19.35,27.42,23.39,17.74,9.68,9.68,4.84,7.26
6.45,12.90,19.35,16.94,27.42,25.81,20.97,16.13,12.90,5.65,4.84
9.68,13.71,16.94,14.52,21.77,23.39,20.97,15.32,16.13,5.65,11.29
9.68,12.90,15.32,11.29,13.71,16.94,20.16,18.55,20.16,11.29,10.48
10.48,11.29,10.48,7.26,8.06,10.48,12.10,16.13,22.58,12.10,13.71
12.90,11.29,13.71,10.48,4.84,7.26,9.68,11.29,19.35,17.74,17.74
20.97,16.13,12.90,9.68,6.45,3.23,2.42,5.65,8.87,15.32,24.19
