18.55,16.13,12.90,9.68,4.84,4.84,6.45,5.65,7.26,12.10,16.94
15.32,18.55,20.97,11.29,7.26,4.84,7.26,7.26,8.87,10.48,12.10
18.55,19.35,21.77,16.13,12.10,8.06,8.06,9.68,11.29,16.13,13.71
16.94,17.74,24.19,20.16,17.74,15.32,13.71,14.52,16.13,11.29,12.90
10.48,13.71,15.32,19.35,21.77,22.58,18.55,16.13,16.13,13.71,8.87
7.26,12.90,16.94,18.55,17.74,20.97,18.55,13.71,12.10,11.29,5.65
8.06,11.29,8.87,14.52,12.90,15.32,16.13,13.71,16.13,10.48,8.87
8.87,10.48,10.48,13.71,8.87,13.71,18.55,16.13,16.13,12.10,11.29
8.87,10.48,13.71,12.90,8.06,9.68,12.10,16.13,20.16,15.32,12.90
12.90,14.52,15.32,10.48,3.23,3.23,5.65,8.87,14.52,18.55,14.52
17.74,13.71,14.52,9.68,3.23,2.42,4.03,4.84,8.87,13.71,18.55
