58.87,37.10,23.39,15.45,12.90,11.29,12.10,15.32,25.81,25.20,31.45
47.58,73.39,60.48,30.08,22.58,16.13,17.74,24.19,29.03,35.77,25.81
27.42,50.81,63.71,52.03,33.06,27.42,29.03,35.48,33.06,30.08,20.97
25.81,33.87,57.26,66.67,48.39,44.35,42.74,37.90,31.45,27.64,21.77
16.13,24.19,40.32,52.03,60.48,50.81,46.77,33.06,24.19,25.20,19.35
19.35,26.61,33.06,47.97,59.68,54.84,57.26,41.94,29.03,23.58,17.74
20.16,20.16,29.84,43.90,50.81,51.61,58.06,50.00,33.06,30.08,23.39
18.55,18.55,31.45,33.33,36.29,36.29,41.94,60.48,58.87,40.65,23.39
16.94,23.39,29.84,26.83,28.23,22.58,29.03,45.16,58.87,45.53,27.42
22.58,29.84,27.42,19.51,16.13,10.48,15.32,27.42,42.74,58.54,41.13
33.06,29.84,22.58,8.94,11.29,10.48,12.90,21.77,30.65,43.90,65.32
