96.72,63.11,38.52,29.51,19.01,14.05,16.53,25.62,28.93,38.84,55.37
59.84,99.18,86.07,54.10,30.58,23.14,26.45,31.40,40.50,44.63,37.19
40.98,78.69,93.44,85.25,55.37,35.54,38.02,46.28,42.15,40.50,33.88
36.07,54.92,77.05,94.26,77.69,61.98,62.81,61.98,51.24,34.71,23.97
22.13,37.70,54.92,83.61,97.52,91.74,86.78,64.46,35.54,23.14,19.83
15.57,26.23,36.07,58.20,82.64,96.69,91.74,65.29,32.23,14.88,14.88
17.21,25.41,35.25,55.74,77.69,87.60,95.04,83.47,46.28,22.31,14.88
23.77,27.87,37.70,59.02,61.16,61.98,84.30,95.87,85.95,38.02,27.27
32.79,40.16,43.44,47.54,38.84,29.75,47.93,78.51,92.56,61.16,41.32
36.07,50.00,42.62,31.15,18.18,15.70,24.79,35.54,68.60,97.52,61.16
51.64,41.80,31.15,25.41,15.70,13.22,19.01,23.97,38.02,55.37,96.69
