66.13,32.26,22.58,10.57,4.84,5.65,6.45,13.71,17.74,26.83,35.48
24.19,63.71,41.13,19.51,11.29,9.68,9.68,16.94,21.77,32.52,17.74
14.52,41.13,68.55,36.59,20.97,14.52,15.32,24.19,28.23,21.95,12.90
8.06,13.71,38.71,53.66,41.13,29.03,25.81,29.03,16.94,11.38,7.26
8.06,16.94,29.03,38.21,52.42,45.16,37.90,27.42,16.94,13.82,7.26
4.84,8.87,19.35,33.33,44.35,44.35,33.87,27.42,13.71,8.13,4.84
5.65,10.48,20.16,34.96,40.32,46.77,41.94,33.06,22.58,9.76,4.84
8.06,13.71,20.97,31.71,29.03,24.19,29.03,53.23,41.13,11.38,5.65
10.48,19.35,27.42,23.58,14.52,14.52,20.97,40.32,58.06,25.20,9.68
17.74,29.03,24.19,13.82,11.29,7.26,8.06,18.55,29.84,69.92,24.19
36.29,18.55,13.71,7.32,3.23,4.84,8.06,15.32,23.39,39.02,67.74
