25.00,14.52,12.10,8.87,6.45,4.03,4.84,8.87,7.26,11.29,12.90
12.90,23.39,24.19,12.10,9.68,6.45,5.65,6.45,9.68,12.10,12.90
8.87,15.32,25.81,20.97,22.58,12.90,7.26,11.29,12.10,10.48,7.26
2.42,9.68,19.35,20.97,25.00,16.94,18.55,15.32,12.10,4.84,3.23
4.03,8.87,14.52,15.32,21.77,22.58,22.58,18.55,13.71,5.65,4.84
2.42,5.65,9.68,13.71,16.94,20.97,22.58,16.13,11.29,2.42,1.61
3.23,5.65,8.06,11.29,13.71,20.97,27.42,19.35,13.71,4.84,4.03
4.03,4.84,13.71,14.52,16.94,16.94,28.23,29.84,23.39,13.71,5.65
5.65,12.90,13.71,13.71,10.48,9.68,18.55,25.81,35.48,17.74,12.10
10.48,19.35,13.71,9.68,8.06,4.84,8.06,13.71,20.16,25.00,14.52
20.16,10.48,11.29,8.87,8.06,8.06,7.26,9.68,13.71,14.52,20.97
