67.74,46.77,28.23,17.07,15.32,15.32,16.13,20.97,24.19,27.64,36.29
49.19,76.61,61.29,35.77,25.00,14.52,17.74,26.61,33.06,43.09,29.03
29.03,62.10,69.35,47.15,34.68,25.81,27.42,32.26,35.48,37.40,22.58
25.81,49.19,66.13,75.61,53.23,42.74,40.32,41.13,37.90,26.83,18.55
19.35,33.06,45.16,55.28,66.13,53.23,49.19,34.68,27.42,22.76,13.71
20.16,20.97,33.06,50.41,59.68,62.90,62.10,45.97,31.45,23.58,12.90
20.16,23.39,32.26,40.65,52.42,54.84,66.94,54.84,39.52,27.64,17.74
20.97,23.39,30.65,38.21,38.71,37.90,49.19,54.03,56.45,32.52,19.35
25.00,29.84,33.06,30.89,30.65,25.00,32.26,45.16,62.10,46.34,33.87
25.00,37.90,28.23,19.51,15.32,10.48,16.94,25.81,37.10,63.41,42.74
39.52,37.10,26.61,14.63,15.32,9.68,16.94,16.13,33.06,42.28,68.55
