94.26,59.02,40.98,25.41,15.70,9.09,10.74,15.70,21.49,28.10,54.55
60.66,97.54,84.43,59.02,33.88,19.83,20.66,32.23,36.36,39.67,34.71
42.62,86.07,95.08,82.79,55.37,35.54,33.88,40.50,42.15,37.19,26.45
22.95,48.36,78.69,94.26,79.34,62.81,61.16,55.37,46.28,29.75,25.62
16.39,30.33,47.54,74.59,95.04,90.08,82.64,60.33,30.58,18.18,14.05
13.93,22.95,32.79,58.20,87.60,96.69,90.08,62.81,26.45,19.01,9.09
13.93,22.95,37.70,60.66,80.17,87.60,93.39,76.03,44.63,22.31,16.53
18.85,27.87,36.89,54.10,61.98,63.64,81.82,95.87,82.64,39.67,23.14
20.49,31.97,38.52,40.98,41.32,35.54,49.59,80.17,95.04,71.07,38.84
31.97,40.16,35.25,36.07,24.79,16.53,22.31,43.80,68.60,95.04,54.55
49.18,34.43,30.33,24.59,18.18,16.53,15.70,22.31,28.93,55.37,95.87
