26.61,20.16,10.48,8.87,11.29,8.87,10.48,7.26,10.48,11.29,15.32
21.77,22.58,21.77,15.32,12.10,10.48,9.68,12.90,16.13,12.90,19.35
21.77,31.45,33.06,25.00,11.29,11.29,12.10,14.52,14.52,17.74,17.74
16.94,25.81,29.84,26.61,17.74,14.52,13.71,14.52,13.71,12.10,14.52
12.10,24.19,23.39,21.77,26.61,25.00,17.74,10.48,11.29,5.65,7.26
9.68,18.55,17.74,17.74,23.39,21.77,17.74,14.52,9.68,6.45,9.68
12.10,20.97,20.97,20.97,21.77,22.58,21.77,15.32,15.32,8.06,12.10
11.29,13.71,16.13,17.74,15.32,13.71,14.52,17.74,17.74,9.68,9.68
10.48,11.29,15.32,14.52,7.26,8.06,9.68,16.13,20.16,13.71,12.90
15.32,12.90,12.90,8.06,3.23,3.23,5.65,10.48,16.13,17.74,19.35
19.35,13.71,14.52,8.06,4.84,6.45,4.84,7.26,13.71,20.16,20.97
