19.35,12.90,9.68,9.68,6.45,4.03,4.84,5.65,4.84,5.65,7.26
17.74,24.19,15.32,9.68,5.65,7.26,5.65,4.84,8.06,8.87,11.29
7.26,20.97,21.77,17.74,12.10,9.68,8.06,8.87,14.52,11.29,10.48
12.10,12.10,16.13,25.00,16.13,13.71,13.71,16.13,13.71,9.68,10.48
8.06,12.10,17.74,20.97,19.35,16.94,13.71,14.52,12.10,8.87,8.87
10.48,11.29,20.16,12.10,17.74,16.94,16.94,12.10,14.52,10.48,11.29
9.68,11.29,15.32,9.68,14.52,15.32,18.55,16.13,15.32,12.90,12.90
8.87,11.29,16.13,12.90,9.68,11.29,16.94,20.97,16.94,11.29,10.48
10.48,12.90,15.32,10.48,8.87,12.10,13.71,19.35,25.00,15.32,13.71
11.29,14.52,15.32,9.68,8.87,9.68,11.29,16.13,18.55,17.74,21.77
17.74,9.68,9.68,8.06,6.45,4.84,7.26,8.87,8.87,11.29,19.35
